governor.position,governor.word,governor.tag,governor.category,governors.parent.category,conjunction.word,conjunction.tag,coordination.category,coordinations.parent.category,antecedent.category,no.conjuncts,L.conjunct,L.category,L.head.word,L.head.tag,L.head.category,L.words,L.tokens,L.syllables,L.chars,R.conjunct,R.category,R.head.word,R.head.tag,R.head.category,R.words,R.tokens,R.syllables,R.chars,sentence,sent_id,double.governor
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Słońce ogrzewało twarz,zdanie,ogrzewało,praet:sg:n:imperf,formaczas,3,3,7,22,osuszało stopy,zdanie,osuszało,praet:sg:n:imperf,formaczas,2,2,6,14,Słońce ogrzewało twarz i osuszało stopy.,NKJP_1M_2004000054/morph_1-p/morph_1.28-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Zerwałem suchą trawkę,zdanie,Zerwał~em,praet:sg:m1:perf~aglt:sg:pri:imperf:wok,formaczas,3,4,7,21,zacząłem ją powoli żuć,zdanie,zaczął~em,praet:sg:m1:perf~aglt:sg:pri:imperf:wok,formaczas,4,5,8,22,Zerwałem suchą trawkę i zacząłem ją powoli żuć.,NKJP_1M_2004000054/morph_1-p/morph_1.80-s,
0,,,,,ale,conj,zdanie,wypowiedzenie,,2,W różnych krajach słowiańskich ruch odrodzeniowy powstawał z podobnych inspiracji,zdanie,powstawał,praet:sg:m3:imperf,formaczas,10,10,25,81,różnie się realizował,zdanie,realizował,praet:sg:m3:imperf,formaczas,3,3,8,21,"W różnych krajach słowiańskich ruch odrodzeniowy powstawał z podobnych inspiracji, ale różnie się realizował.",NKJP_1M_3201000022/morph_1-p/morph_1.16-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Opadał kurz w uliczce,zdanie,Opadał,praet:sg:m3:imperf,formaczas,4,4,8,21,cuchnęły w upale spaliny pracujących silników,zdanie,cuchnęły,praet:pl:n:imperf,formaczas,6,6,17,45,Opadał kurz w uliczce i cuchnęły w upale spaliny pracujących silników.,NKJP_1M_3102000000074/morph_3-p/morph_3.48-s,
R,są,fin:pl:ter:imperf,formaczas,fwe,oraz,conj,fno,fw,zdanie,2,żona gospodarza,fno,żona,subst:sg:nom:f,formarzecz,2,2,6,15,dwie rodziny mieszkające w pozostałych chatach polany Hidalgo,fno,dwie,num:pl:nom:f:congr,formalicz,8,8,21,61,"Dowiedziałem się, że żona gospodarza oraz dwie rodziny mieszkające w pozostałych chatach polany Hidalgo są Indianami z plemienia Chontal.",NKJP_1M_3102000000074/morph_4-p/morph_4.81-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,"Spoza płótna, którym był nakryty, sterczały tylko stopy, olbrzymie i płaskie, wychudzone,",zdanie,sterczały,praet:pl:f:imperf,formaczas,12,17,27,89,"widać było twarz, ciemną i pobrużdżoną, częściowo przesłoniętą tyczkami przegrody",zdanie,widać~było,pred~praet:sg:n:imperf,formaczas,10,12,25,81,"Spoza płótna, którym był nakryty, sterczały tylko stopy, olbrzymie i płaskie, wychudzone, i widać było twarz, ciemną i pobrużdżoną, częściowo przesłoniętą tyczkami przegrody.",NKJP_1M_3102000000074/morph_4-p/morph_4.59-s,
R,",",interp,spójnik,fpt,i,conj,fpt,fpt,fpt,2,olbrzymie,fpt,olbrzymie,adj:pl:nom:f:pos,formaprzym,1,1,3,9,płaskie,fpt,płaskie,adj:pl:nom:f:pos,formaprzym,1,1,2,7,"Spoza płótna, którym był nakryty, sterczały tylko stopy, olbrzymie i płaskie, wychudzone, i widać było twarz, ciemną i pobrużdżoną, częściowo przesłoniętą tyczkami przegrody.",NKJP_1M_3102000000074/morph_4-p/morph_4.59-s,
L,stopy,subst:pl:nom:f,formarzecz,fno,",",interp,fpt,fno,fno,2,olbrzymie i płaskie,fpt,i,conj,spójnik,3,3,6,19,wychudzone,fpt,wychudzone,ppas:pl:nom:f:perf:aff,formaprzym,1,1,4,10,"Spoza płótna, którym był nakryty, sterczały tylko stopy, olbrzymie i płaskie, wychudzone, i widać było twarz, ciemną i pobrużdżoną, częściowo przesłoniętą tyczkami przegrody.",NKJP_1M_3102000000074/morph_4-p/morph_4.59-s,
R,",",interp,spójnik,fpt,i,conj,fpt,fpt,fpt,2,ciemną,fpt,ciemną,adj:sg:acc:f:pos,formaprzym,1,1,2,6,pobrużdżoną,fpt,pobrużdżoną,ppas:sg:acc:f:perf:aff,formaprzym,1,1,4,11,"Spoza płótna, którym był nakryty, sterczały tylko stopy, olbrzymie i płaskie, wychudzone, i widać było twarz, ciemną i pobrużdżoną, częściowo przesłoniętą tyczkami przegrody.",NKJP_1M_3102000000074/morph_4-p/morph_4.59-s,
L,twarz,subst:sg:acc:f,formarzecz,fno,",",interp,fpt,fno,fno,2,ciemną i pobrużdżoną,fpt,i,conj,spójnik,3,3,7,20,częściowo przesłoniętą tyczkami przegrody,fpt,przesłoniętą,ppas:sg:acc:f:perf:aff,formaprzym,4,4,13,41,"Spoza płótna, którym był nakryty, sterczały tylko stopy, olbrzymie i płaskie, wychudzone, i widać było twarz, ciemną i pobrużdżoną, częściowo przesłoniętą tyczkami przegrody.",NKJP_1M_3102000000074/morph_4-p/morph_4.59-s,
0,,,,,i,conj,fno,fw,,2,łomot butów,fno,łomot,subst:sg:nom:m3,formarzecz,2,2,4,11,migotanie zbliżających się lamp,fno,migotanie,ger:sg:nom:n:imperf:aff,formarzecz,4,4,10,31,Za mną łomot butów i migotanie zbliżających się lamp.,NKJP_1M_3102000000074/morph_1-p/morph_1.41-s,
L,obszar,subst:sg:nom:m3,formarzecz,fno,",",interp,fpm,fno,fno,2,bez dna,fpm,bez,prep:gen:nwok,przyimek,2,2,2,7,bez echa,fpm,bez,prep:gen:nwok,przyimek,2,2,3,8,"Za nią obszar bez dna, bez echa.",NKJP_1M_3102000000074/morph_1-p/morph_1.54-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Już był pełen dzieci,zdanie,był,praet:sg:m3:imperf,formaczas,4,4,6,20,mały nauczyciel spędzał je do szkoły,zdanie,spędzał,praet:sg:m1:imperf,formaczas,6,6,11,36,"Już był pełen dzieci, mały nauczyciel spędzał je do szkoły.",NKJP_1M_3102000000074/morph_6-p/morph_6.17-s,
L,dotyczących,pact:pl:loc:n:imperf:aff,formaprzym,fpt,i,conj,fno,fw,fpt,4,przeglądów,fno,przeglądów,subst:pl:gen:m3,formarzecz,1,1,3,10,zwrotów,fno,zwrotów,subst:pl:gen:m3,formarzecz,1,1,2,7,"We wszystkich badaniach dotyczących przeglądów, weryfikacji, rewizji i zwrotów stosuje się metodę wykorzystaną w trakcie postępowania, które doprowadziło do nałożenia ceł wyrównawczych.",NKJP_1M_6101001845/morph_1-p/morph_1.35-s,
L,kilka,num:pl:acc:f:rec,formalicz,flicz,i,conj,fno,fno,fno,2,decyzji,fno,decyzji,subst:pl:gen:f,formarzecz,1,1,3,7,sporów,fno,sporów,subst:pl:gen:m3,formarzecz,1,1,2,6,Półroczne rządy Chronowskiego w Ministerstwie Skarbu Państwa przyniosły kilka kontrowersyjnych decyzji i sporów.,NKJP_1M_1305000000332/morph_1-p/morph_1.14-s,
0,,,,,i,conj,fwe,ff,,2,złożył skargę w Komisji Europejskiej,fwe,złożył,praet:sg:m1:perf,formaczas,5,5,13,36,zwrócił się do niej o ochronę swoich interesów w Polsce,fwe,zwrócił,praet:sg:m1:perf,formaczas,10,10,18,55,W efekcie akcjonariusz złożył skargę w Komisji Europejskiej i zwrócił się do niej o ochronę swoich interesów w Polsce.,NKJP_1M_1305000000332/morph_1-p/morph_1.62-s,
0,,,,,ale,conj,zdanie,wypowiedzenie,,2,Nacisnąłem przycisk piątego piętra,zdanie,Nacisnął~em,praet:sg:m1:perf~aglt:sg:pri:imperf:wok,formaczas,4,5,11,34,winda zatrzymała się na parterze,zdanie,zatrzymała,praet:sg:f:perf,formaczas,5,5,11,32,"Nacisnąłem przycisk piątego piętra, ale winda zatrzymała się na parterze.",NKJP_1M_2002000134/morph_1-p/morph_1.27-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Postawiłem samochód na podziemnym parkingu pod hotelem,zdanie,Postawił~em,praet:sg:m1:perf~aglt:sg:pri:imperf:wok,formaczas,7,8,18,54,wszedłem do windy,zdanie,wszedł~em,praet:sg:m1:perf~aglt:sg:pri:imperf:wok,formaczas,3,4,5,17,Postawiłem samochód na podziemnym parkingu pod hotelem i wszedłem do windy.,NKJP_1M_2002000134/morph_1-p/morph_1.14-s,
R,dzień,subst:sg:acc:m3,formarzecz,fno,i,conj,fpt,fno,fno,2,dość długi,fpt,długi,adj:sg:acc:m3:pos,formaprzym,2,2,3,10,męczący,fpt,męczący,pact:sg:acc:m3:imperf:aff,formaprzym,1,1,3,7,"Właściwie nie czułem się jeszcze senny, chociaż miałem za sobą dość długi i męczący dzień.",NKJP_1M_2002000134/morph_1-p/morph_1.53-s,
L,razie,subst:sg:loc:m3,formarzecz,fno,lub,conj,fno,fno,fno,2,osobistego zgłoszenia się skazanego do dyspozycji sądu,fno,zgłoszenia,ger:sg:gen:n:perf:aff,formarzecz,7,7,20,54,ujęcia skazanego,fno,ujęcia,ger:sg:gen:n:perf:aff,formarzecz,2,2,7,16,W razie osobistego zgłoszenia się skazanego do dyspozycji sądu lub ujęcia skazanego doręcza mu się odpis prawomocnego wyroku.,NKJP_1M_6101000046/morph_1-p/morph_1.19-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Wszedłem na tę stronę,zdanie,Wszedł~em,praet:sg:m1:perf~aglt:sg:pri:imperf:wok,formaczas,4,5,6,21,zrobiłem sobie profil,zdanie,zrobił~em,praet:sg:m1:perf~aglt:sg:pri:imperf:wok,formaczas,3,4,7,21,Wszedłem na tę stronę i zrobiłem sobie profil.,NKJP_1M_6203010000062/morph_3-p/morph_3.57-s,
R,głowie,subst:sg:loc:f,formarzecz,fno,",",interp,fpt,fno,fno,2,pustej,fpt,pustej,adj:sg:loc:f:pos,formaprzym,1,1,2,6,wyziębionej zmęczeniem,fpt,wyziębionej,ppas:sg:loc:f:perf:aff,formaprzym,2,2,7,22,"Ta jedna myśl w pustej, wyziębionej zmęczeniem głowie załomotała nowym bólem i strachem.",NKJP_1M_2002000096/morph_14-p/morph_14.32-s,
L,załomotała,praet:sg:f:perf,formaczas,fwe,i,conj,fno,fw,zdanie,2,nowym bólem,fno,bólem,subst:sg:inst:m3,formarzecz,2,2,4,11,strachem,fno,strachem,subst:sg:inst:m3,formarzecz,1,1,2,8,"Ta jedna myśl w pustej, wyziębionej zmęczeniem głowie załomotała nowym bólem i strachem.",NKJP_1M_2002000096/morph_14-p/morph_14.32-s,
L,Zgłosili,praet:pl:m1:perf,formaczas,fwe,i,conj,fno,fno,zdanie,2,panie,fno,panie,subst:pl:nom:f,formarzecz,1,1,2,5,panowie,fno,panowie,subst:pl:nom:m1,formarzecz,1,1,3,7,Zgłosili się panie i panowie posłowie do zadania pytań.,NKJP_1M_7121900003/morph_76-p/morph_76.19-s,
L,z,prep:gen:nwok,przyimek,fpm,i,conj,fno,fpm,fpm,2,pań posłanek,fno,pań,subst:pl:gen:f,formarzecz,2,2,4,12,panów posłów,fno,panów,subst:pl:gen:m1,formarzecz,2,2,4,12,- Czy ktoś z pań posłanek i panów posłów pragnie zabrać głos w sprawie przedstawionych propozycji?,NKJP_1M_7121900003/morph_70-p/morph_70.17-s,
L,realiów,subst:pl:gen:n,formarzecz,fno,i,conj,fpt,fno,fno,2,społecznych,fpt,społecznych,adj:pl:gen:n:pos,formaprzym,1,1,3,11,kapitałowych,fpt,kapitałowych,adj:pl:gen:n:pos,formaprzym,1,1,5,12,"Jednocześnie następują dynamiczne, ale dostosowane do realiów społecznych i kapitałowych przekształcenia własnościowe.",NKJP_1M_7121900003/morph_31-p/morph_31.29-s,
R,przekształcenia,subst:pl:nom:n,formarzecz,fno,ale,conj,fpt,fno,fno,2,dynamiczne,fpt,dynamiczne,adj:pl:nom:n:pos,formaprzym,1,1,4,10,dostosowane do realiów społecznych i kapitałowych,fpt,dostosowane,ppas:pl:nom:n:perf:aff,formaprzym,6,6,18,49,"Jednocześnie następują dynamiczne, ale dostosowane do realiów społecznych i kapitałowych przekształcenia własnościowe.",NKJP_1M_7121900003/morph_31-p/morph_31.29-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,"Już kończę, panie marszałku",zdanie,kończę,fin:sg:pri:imperf,formaczas,4,5,8,27,proszę pozwolić jeszcze na trzy zdania,zdanie,proszę,fin:sg:pri:imperf,formaczas,6,6,11,38,"- Już kończę, panie marszałku, proszę pozwolić jeszcze na trzy zdania.",NKJP_1M_7121900003/morph_68-p/morph_68.69-s,
R,należy,fin:sg:ter:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,2,rolnikom,fno,rolnikom,subst:pl:dat:m1,formarzecz,1,1,3,8,byłym pracownikom PGR,fno,pracownikom,subst:pl:dat:m1,formarzecz,3,3,9,21,"Moim zdaniem rolnikom i byłym pracownikom PGR należy się przynajmniej takie uprzywilejowanie w tej ustawie, gdyż ponoszą oni zbyt wielkie ciężary polskiej transformacji gospodarczej.",NKJP_1M_7121900003/morph_28-p/morph_28.51-s,
L,mieli,praet:pl:m1:imperf,przyzlo,formaczas,oraz,conj,fno,fno,zdanie,2,rolnicy indywidualni,fno,rolnicy,subst:pl:nom:m1,formarzecz,2,2,9,20,pracownicy byłych pegeerów,fno,pracownicy,subst:pl:nom:m1,formarzecz,3,3,10,26,"- Specjalne uprzywilejowanie w uwłaszczeniu pośrednim będą mieli rolnicy indywidualni oraz pracownicy byłych pegeerów, którzy za bon uwłaszczeniowy będą mogli nabyć nieruchomość rolną.",NKJP_1M_7121900003/morph_28-p/morph_28.25-s,
L,uległy,praet:pl:f:perf,formaczas,fwe,oraz,conj,fno,fw,zdanie,2,132 piwnice,fno,132,num:pl:nom:f:congr,formalicz,2,2,8,11,380 ha użytków rolnych,fno,380,num:pl:nom:m3:rec,formalicz,4,4,12,22,- W Krakowie zalaniu uległy 132 piwnice oraz 380 ha użytków rolnych.,NKJP_1M_7121900003/morph_24-p/morph_24.13-s,
L,w,prep:loc:nwok,przyimek,fpm,i,conj,fno,fpm,fpm,2,rzekach,fno,rzekach,subst:pl:loc:f,formarzecz,1,1,2,7,potokach,fno,potokach,subst:pl:loc:m3,formarzecz,1,1,3,8,Występuje stałe obniżanie się poziomów wód w rzekach i potokach.,NKJP_1M_7121900003/morph_24-p/morph_24.24-s,
0,,,,,oraz,conj,fwe,ff,,2,prowadzą bieżącą analizę zaistniałej sytuacji,fwe,prowadzą,fin:pl:ter:imperf,formaczas,5,5,18,45,"podejmują działania i informują społeczeństwo o powstałym zagrożeniu, włączając w razie potrzeby służby ratownicze",fwe,i,conj,spójnik,14,15,39,114,"Terenowe komitety przeciwpowodziowe prowadzą bieżącą analizę zaistniałej sytuacji oraz podejmują działania i informują społeczeństwo o powstałym zagrożeniu, włączając w razie potrzeby służby ratownicze.",NKJP_1M_7121900003/morph_24-p/morph_24.65-s,
L,oraz,conj,spójnik,fwe,i,conj,fwe,fwe,fwe,2,podejmują działania,fwe,podejmują,fin:pl:ter:imperf,formaczas,2,2,7,19,informują społeczeństwo o powstałym zagrożeniu,fwe,informują,fin:pl:ter:imperf,formaczas,5,5,16,46,"Terenowe komitety przeciwpowodziowe prowadzą bieżącą analizę zaistniałej sytuacji oraz podejmują działania i informują społeczeństwo o powstałym zagrożeniu, włączając w razie potrzeby służby ratownicze.",NKJP_1M_7121900003/morph_24-p/morph_24.65-s,
L,postępowanie,ger:sg:nom:n:imperf:aff,formarzecz,fno,i,conj,fpt,fpt,fno,2,wszczęte,fpt,wszczęte,ppas:sg:nom:n:perf:aff,formaprzym,1,1,2,8,niezakończone,fpt,niezakończone,adj:sg:nom:n:pos,formaprzym,1,1,5,13,"W 46. poprawce Senat proponuje dodać art. 251a stanowiący, że postępowanie upadłościowe zakładu ubezpieczeń wszczęte i niezakończone przed dniem wejścia w życie ustawy toczy się na podstawie przepisów dotychczasowych.",NKJP_1M_7121900003/morph_86-p/morph_86.54-s,
L,z,prep:gen:nwok,przyimek,fpm,i,conj,fno,fpm,fpm,2,pań,fno,pań,subst:pl:gen:f,formarzecz,1,1,1,3,panów,fno,panów,subst:pl:gen:m1,formarzecz,1,1,2,5,Czy ktoś z pań i panów...?,NKJP_1M_7121900003/morph_67-p/morph_67.55-s,
L,powołuję,fin:sg:pri:imperf,formaczas,fwe,oraz,conj,fno,fw,zdanie,2,panią posłankę Zdzisławę Kobylińską,fno,panią,subst:sg:acc:f,formarzecz,4,4,12,35,"panów posłów Mieczysława Jedonia, Macieja Rudnickiego i Andrzeja Zapałowskiego",fno,panów,subst:pl:acc:m1,formarzecz,9,10,27,78,"Na sekretarzy dzisiejszych obrad powołuję panią posłankę Zdzisławę Kobylińską oraz panów posłów Mieczysława Jedonia, Macieja Rudnickiego i Andrzeja Zapałowskiego.",NKJP_1M_7121900003/morph_91-p/morph_91.30-s,
L,posłów,subst:pl:acc:m1,formarzecz,fno,i,conj,fno,fno,fno,3,Mieczysława Jedonia,fno,Mieczysława,subst:sg:acc:m1,formarzecz,2,2,7,19,Andrzeja Zapałowskiego,fno,Andrzeja,subst:sg:acc:m1,formarzecz,2,2,8,22,"Na sekretarzy dzisiejszych obrad powołuję panią posłankę Zdzisławę Kobylińską oraz panów posłów Mieczysława Jedonia, Macieja Rudnickiego i Andrzeja Zapałowskiego.",NKJP_1M_7121900003/morph_91-p/morph_91.30-s,
L,będą,bedzie:pl:ter:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,2,pani posłanka Zdzisława Kobylińska,fno,pani,subst:sg:nom:f,formarzecz,4,4,12,34,pan poseł Mieczysław Jedoń,fno,pan,subst:sg:nom:m1,formarzecz,4,4,8,26,W pierwszej części obrad sekretarzami będą pani posłanka Zdzisława Kobylińska i pan poseł Mieczysław Jedoń.,NKJP_1M_7121900003/morph_91-p/morph_91.46-s,
R,prowadzić~będą,inf:imperf~bedzie:pl:ter:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,2,Protokół,fno,Protokół,subst:sg:acc:m3,formarzecz,1,1,3,8,listę mówców,fno,listę,subst:sg:acc:f,formarzecz,2,2,4,12,Protokół i listę mówców prowadzić będą pani posłanka Zdzisława Kobylińska oraz pan poseł Andrzej Zapałowski.,NKJP_1M_7121900003/morph_91-p/morph_91.62-s,tak
L,prowadzić~będą,inf:imperf~bedzie:pl:ter:imperf,formaczas,fwe,oraz,conj,fno,fw,zdanie,2,pani posłanka Zdzisława Kobylińska,fno,pani,subst:sg:nom:f,formarzecz,4,4,12,34,pan poseł Andrzej Zapałowski,fno,pan,subst:sg:nom:m1,formarzecz,4,4,9,28,Protokół i listę mówców prowadzić będą pani posłanka Zdzisława Kobylińska oraz pan poseł Andrzej Zapałowski.,NKJP_1M_7121900003/morph_91-p/morph_91.62-s,tak
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Sprawy te nie są regulowane prawem Unii,zdanie,są,fin:pl:ter:imperf,formaczas,7,7,14,39,nie skutkują także dla budżetu państwa,zdanie,skutkują,fin:pl:ter:imperf,formaczas,6,6,12,38,"Sprawy te nie są regulowane prawem Unii, nie skutkują także dla budżetu państwa.",NKJP_1M_7121900003/morph_101-p/morph_101.52-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,"Mamy wątpliwości, czy jest to dobre dla naszej prasy,",zdanie,Mamy,fin:pl:pri:imperf,formaczas,9,11,16,53,dlatego będziemy głosować za odrzuceniem tej poprawki,zdanie,głosować,inf:imperf,przyzlo,7,7,18,53,"Mamy wątpliwości, czy jest to dobre dla naszej prasy, i dlatego będziemy głosować za odrzuceniem tej poprawki.",NKJP_1M_7121900003/morph_63-p/morph_63.46-s,
0,,,,,;,interp,zdanie,wypowiedzenie,,2,Pan marszałek pozwoli,zdanie,pozwoli,fin:sg:ter:perf,formaczas,3,3,7,21,"zgadzam się w całej rozciągłości ze zdaniem Prezydium Sejmu, iż przełożenie części zapytań na kolejne posiedzenie nie ma podstaw w regulaminie",zdanie,zgadzam,fin:sg:pri:imperf,formaczas,21,22,46,142,"- Pan marszałek pozwoli; zgadzam się w całej rozciągłości ze zdaniem Prezydium Sejmu, iż przełożenie części zapytań na kolejne posiedzenie nie ma podstaw w regulaminie.",NKJP_1M_7121900003/morph_48-p/morph_48.28-s,
L,powoduje,fin:sg:ter:imperf,formaczas,fwe,"albo..., albo",conj,fno,fw,zdanie,2,likwidację działalności,fno,likwidację,subst:sg:acc:f,formarzecz,2,2,8,23,popadanie tych organizacji w długi,fno,popadanie,ger:sg:acc:n:imperf:aff,formarzecz,5,5,13,34,"W wielu przypadkach powoduje to albo likwidację działalności, albo popadanie tych organizacji w długi.",NKJP_1M_7121900003/morph_88-p/morph_88.33-s,
0,,,,,natomiast,conj,zdanie,wypowiedzenie,,2,Jest pytanie,zdanie,Jest,fin:sg:ter:imperf,formaczas,2,2,4,12,tu się odbywa demonstracja z tej strony,zdanie,odbywa,fin:sg:ter:imperf,formaczas,7,7,13,39,"- Jest pytanie, natomiast tu się odbywa demonstracja z tej strony...",NKJP_1M_7121900003/morph_30-p/morph_30.39-s,
L,przedstawia,fin:sg:ter:imperf,formaczas,fwe,oraz,conj,fno,fw,zdanie,2,wniosek o odrzucenie projektu ustawy,fno,wniosek,subst:sg:acc:m3,formarzecz,5,5,13,36,poprawki,fno,poprawki,subst:pl:acc:f,formarzecz,1,1,3,8,Komisja przedstawia jednocześnie wniosek o odrzucenie projektu ustawy oraz poprawki.,NKJP_1M_7121900003/morph_23-p/morph_23.48-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Komisja wszystkie trzy przyjęła,zdanie,przyjęła,praet:sg:f:perf,formaczas,4,4,9,31,proszę Wysoką Izbę o przyjęcie tych poprawek razem z całą ustawą,zdanie,proszę,fin:sg:pri:imperf,formaczas,11,11,23,64,Komisja wszystkie trzy przyjęła i proszę Wysoką Izbę o przyjęcie tych poprawek razem z całą ustawą.,NKJP_1M_7121900003/morph_52-p/morph_52.42-s,
L,na,prep:acc,przyimek,fpm,i,conj,fno,fpm,fpm,2,długotrwałość tego procesu,fno,długotrwałość,subst:sg:acc:f,formarzecz,3,3,9,26,jego kosztowność,fno,kosztowność,subst:sg:acc:f,formarzecz,2,2,5,16,"- Z taką tylko różnicą, że większość spółdzielni, które podejmują się przekształcenia, nie będzie osiągała zamierzonego efektu ze względu na długotrwałość tego procesu i jego kosztowność.",NKJP_1M_7121900003/morph_58-p/morph_58.30-s,
L,jestem,fin:sg:pri:imperf,formaczas,fwe,i,conj,zdanie,zdanie,zdanie,2,przepracował swoje życie,zdanie,przepracował,praet:sg:m1:perf,formaczas,3,3,8,24,coś dobrego dla społeczeństwa zrobił,zdanie,zrobił,praet:sg:m1:perf,formaczas,5,5,11,36,"jestem w stanie zgodzić się na utrzymywanie emeryta, gdyż przepracował swoje życie i coś dobrego dla społeczeństwa zrobił.",NKJP_1M_forumowisko.pl_111/morph_13-p/morph_13.64-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Ciąża trwa około 7 miesięcy,zdanie,trwa,fin:sg:ter:imperf,formaczas,5,5,11,27,z reguły rodzi się jedno młode,zdanie,rodzi,fin:sg:ter:imperf,formaczas,6,6,11,30,"Ciąża trwa około 7 miesięcy, z reguły rodzi się jedno młode.",NKJP_1M_6203010000186/morph_1-p/morph_1.13-s,
R,przyjrzenie,ger:sg:nom:n:perf:aff,formarzecz,fno,i,conj,fpt,fno,fno,2,drobiazgowe,fpt,drobiazgowe,adj:sg:nom:n:pos,formaprzym,1,1,4,11,chłodne,fpt,chłodne,adj:sg:nom:n:pos,formaprzym,1,1,2,7,"- Proszę się nie oburzać: tylko drobiazgowe i chłodne przyjrzenie się Pana ówczesnym wyborom i motywom może uwiarygodnić dalsze dociekania, prezentacje i analizy, dać nam podstawę do rzetelnej oceny dokonań.",NKJP_1M_3102000026/morph_13-p/morph_13.34-s,
L,uwiarygodnić,inf:perf,formaczas,fwe,i,conj,fno,fno,fwe,3,dociekania,fno,dociekania,subst:pl:acc:n,formarzecz,1,1,4,10,analizy,fno,analizy,subst:pl:acc:f,formarzecz,1,1,4,7,"- Proszę się nie oburzać: tylko drobiazgowe i chłodne przyjrzenie się Pana ówczesnym wyborom i motywom może uwiarygodnić dalsze dociekania, prezentacje i analizy, dać nam podstawę do rzetelnej oceny dokonań.",NKJP_1M_3102000026/morph_13-p/morph_13.34-s,
L,może,fin:sg:ter:imperf,formaczas,fwe,",",interp,fwe,fw,zdanie,2,"uwiarygodnić dalsze dociekania, prezentacje i analizy",fwe,uwiarygodnić,inf:perf,formaczas,6,7,20,53,dać nam podstawę do rzetelnej oceny dokonań,fwe,dać,inf:perf,formaczas,7,7,15,43,"- Proszę się nie oburzać: tylko drobiazgowe i chłodne przyjrzenie się Pana ówczesnym wyborom i motywom może uwiarygodnić dalsze dociekania, prezentacje i analizy, dać nam podstawę do rzetelnej oceny dokonań.",NKJP_1M_3102000026/morph_13-p/morph_13.34-s,
L,przyjrzenie,ger:sg:nom:n:perf:aff,formarzecz,fno,i,conj,fno,fno,fno,2,wyborom,fno,wyborom,subst:pl:dat:m3,formarzecz,1,1,3,7,motywom,fno,motywom,subst:pl:dat:m3,formarzecz,1,1,3,7,"- Proszę się nie oburzać: tylko drobiazgowe i chłodne przyjrzenie się Pana ówczesnym wyborom i motywom może uwiarygodnić dalsze dociekania, prezentacje i analizy, dać nam podstawę do rzetelnej oceny dokonań.",NKJP_1M_3102000026/morph_13-p/morph_13.34-s,
L,chcą,fin:pl:ter:imperf,formaczas,fwe,i,conj,fwe,fwe,zdanie,2,się dalej kształcić,fwe,kształcić,inf:imperf,formaczas,3,3,5,19,rozwijać,fwe,rozwijać,inf:imperf,formaczas,1,1,3,8,"Jednocześnie tacy ludzie chcą się dalej kształcić i rozwijać, żeby potem móc zmienić pracę na lepszą.",NKJP_1M_1202900085/morph_8-p/morph_8.38-s,
L,Możemy,fin:pl:pri:imperf,formaczas,fwe,i,conj,fwe,fw,zdanie,2,się spotkać,fwe,spotkać,inf:perf,formaczas,2,2,3,11,porozmawiać na ten temat,fwe,porozmawiać,inf:perf,formaczas,4,4,8,24,- Możemy się spotkać i porozmawiać na ten temat.,NKJP_1M_1202900085/morph_6-p/morph_6.35-s,
L,linie,subst:pl:nom:f,formarzecz,fno,i,conj,fno,fno,fno,3,9,fno,9,num:pl:nom:f:congr,formalicz,1,1,2,1,34,fno,34,num:pl:nom:f:congr,formalicz,1,1,5,2,"Na razie nie ma jednak takiej potrzeby, bo linie 9, 17 i 34 w pełni wystarczają do obsługi osiedla.",NKJP_1M_1202900085/morph_6-p/morph_6.66-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Zostaliśmy postawieni pod murem,zdanie,Zostali~śmy,praet:pl:m1:perf~aglt:pl:pri:imperf:nwok,formaczas,4,5,11,31,nie mamy innego wyjścia,zdanie,mamy,fin:pl:pri:imperf,formaczas,4,4,8,23,"Zostaliśmy postawieni pod murem, nie mamy innego wyjścia.",NKJP_1M_1202900085/morph_2-p/morph_2.42-s,
L,Miało,praet:sg:n:imperf,formaczas,fwe,oraz,conj,fno,fw,zdanie,4,dwa łany,fno,dwa,num:pl:acc:m3:congr,formalicz,2,2,3,8,inne uprawnienia majątkowe,fno,uprawnienia,subst:pl:acc:n,formarzecz,3,3,10,26,"Miało dwa łany, ogród, wspólny z gromadą wygon zwany skotnicą oraz inne uprawnienia majątkowe.",NKJP_1M_3201000010/morph_1-p/morph_1.56-s,
